date,state,city,school,longitude,latitude,link,iglink
March 14,Massachusetts,Medford,Tufts University,-71.1190232,42.4074843,https://actionnetwork.org/events/tufts-university-walkout-and-rally-to-end-gun-violence?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/213863382/tufts-university/
March 14,Massachusetts,Boston,Boston University School of Social Work,-71.1052384,42.350845,https://actionnetwork.org/events/boston-university-school-of-social-work-walk-in?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/4680174/boston-university-school-of-social-work/
March 14,Massachusetts,Boston,Berklee College of Music,-71.0895292,42.3465952,https://actionnetwork.org/events/berklee-college-of-music-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/19059448/berklee-college-of-music-160-mass-ave/
March 14,Massachusetts,Boston,Northeastern University,-71.0891717,42.3398067,https://actionnetwork.org/events/northeastern-university-enough-national-school-walkout-to-protest-gun-violence?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/281652/northeastern-university/
March 14,Massachusetts,Boston,Longwood Medical Area,-71.09973,42.3360416,https://actionnetwork.org/events/longwood-medical-area-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/22249/longwood-medical-area-mbta-station/
March 14,Massachusetts,Brookline,John Pierce School,-71.1208993,42.3352353,https://actionnetwork.org/events/john-pierce-school-enough-national-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/727960113/pierce/
March 14,Massachusetts,Brookline,Brookline High School,-71.1291087,42.3331401,https://actionnetwork.org/events/enough-walkout-brookline-high-school?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/238212202/brookline-high-school/
March 14,Massachusetts,Brookline,John D. Runkle Elementary School,-71.0800593,42.3810374,https://actionnetwork.org/events/runkle-school-community-says-enough?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/1010613004/john-d-runkle/
March 14,Massachusetts,Chesnut Hill,Boston College,-71.1684945,42.3355488,https://actionnetwork.org/events/boston-college-national-school-walk-out?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/198018/boston-college/
March 14,Massachusetts,Medford,Medford Vocational Technical High,-71.1251096,42.4302094,https://actionnetwork.org/events/enough-is-enough-medford-vocationalhigh-school-national-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/479260174/medford-vocational-technical-high/
March 14,Massachusetts,Belmont,Belmont High School,-71.1652225,42.39523,https://actionnetwork.org/events/enough-is-enough-belmont-student-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/229131294/belmont-high-school/
March 14,Massachusetts,Lexington,Minuteman High School,-71.269029,42.445921,https://actionnetwork.org/events/enough-minuteman-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/645939799/minuteman-high-school/
March 14,Massachusetts,Stoneham,Stoneham High School,-71.0893321,42.4722844,https://actionnetwork.org/events/enough-stoneham-high-school-walk-out?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/383646395/stoneham-high-school/
March 14,Massachusetts,Woburn,Woburn Memorial High School,-71.1441089,42.4838387,https://actionnetwork.org/events/wmhs-walkout-nomore?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/11202731/woburn-memorial-high-school/
March 14,Massachusetts,Bedford,Bedford High School,-71.2852915,42.4912919,https://actionnetwork.org/events/bedford-high-school-says-enough?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/235220817/bedford-high-school-massachusetts/
March 14,Rhode Island,North Kingstown,North Kingstown High School ,-71.4486279,41.555876,https://actionnetwork.org/events/north-kingstown-high-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/403005479907881/north-kingstown-sr-high/
March 14,Rhode Island,Bristol,Mount Hope High School,-71.2692521,41.6877084,https://actionnetwork.org/events/school-walkout-for-parkland-at-mthope-high-school?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/895397367/mt-hope-high-school/
March 14,Rhode Island,Coventry,Coventry High School,-71.5908141,41.6848155,https://actionnetwork.org/events/coventry-high-school?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/235872738/coventry-high-school/
March 14,Rhode Island,Warwick,Toll Gate High School,-71.486055,41.7032009,https://actionnetwork.org/events/toll-gate-hs-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/227254014/toll-gate-high-school/
March 14,Rhode Island,Providence,The Carter Schools,-71.4173664,41.7995977,https://actionnetwork.org/events/national-school-walkout-86?referrer=&source=&email_referrer=&can_id=,FALSE
March 14,Rhode Island,Providence,Met School,-71.4106623,41.8069837,https://actionnetwork.org/events/the-met-peace-walk-out?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/77404326/the-met-high-school-providence-and-newport-ri/
March 14,Rhode Island,Providence,Trinity Academy for the Performing Arts,-71.415161,41.822549,https://actionnetwork.org/events/trinity-academy-for-the-performing-arts-enough-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/435125243253467/trinity-academy-for-the-performing-arts/
March 14,Rhode Island,Cumberland,Cumberland High School,-71.4474134,41.9645504,https://actionnetwork.org/events/cumberland-high-school-says-enough?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/217026603/cumberland-high-school/
