date,state,city,school,longitude,latitude,link,iglink
March 14,Alabama,Birmingham,Oak Mountain High School,-86.7337768,33.3663224,https://actionnetwork.org/events/gun-control-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/217174657/oak-mountain-high-school/
March 14,Alabama,Chelsea,Chelsea High School,-86.6803613,33.3340545,https://actionnetwork.org/events/enough-chelsea-high-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/216760359/chelsea-high-school-alabama/
March 14,Alabama,Cullman,Cullman High School,-86.8418216,34.1885944,https://actionnetwork.org/events/speak?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/244696664/cullman-high-school/
March 14,Alabama,Harvest,Sparkman High School,-86.7160853,34.8342964,https://actionnetwork.org/events/school-walkout-protest?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/1012289332/sparkman-high-school/
March 14,Alabama,Huntsville,Randolph School,-86.5580531,34.7066529,https://actionnetwork.org/events/randolph-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/344304/randolph-school/
March 14,Alabama,Madison,James Clemens High School,-86.7913647,34.7061563,https://actionnetwork.org/events/jchs-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/1018652703/james-clemens-high-school/
March 14,Alabama,Montevallo,Montevallo Middle School,-86.8668768,33.0948803,https://actionnetwork.org/events/national-school-walkout-76?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/1017250688/montevallo-middleschool/
March 14,Alabama,Pelham,Indian Springs School,-86.7716547,33.3412221,https://actionnetwork.org/events/enough-national-school-walkout-111?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/6029554/indian-springs-school/
March 14,Arkansas,Bentonville,Bentonville High School,-94.1955009,36.3518985,https://actionnetwork.org/events/bhs-walkout-2?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/234640831/bentonville-high-school/
March 14,Arkansas,Fayetteville,Fayetteville High School,-94.1740678,36.057451,https://actionnetwork.org/events/fayetteville-high-school-walkout?referrer=&source=&email_referrer=&can_id=,FALSE
March 14,Arkansas,Mountain Home,Enough! Not One More,,,https://actionnetwork.org/events/enough-not-one-more?referrer=&source=&email_referrer=&can_id=,FALSE
March 14,Arkansas,Paragould,Greene County Tech High School,-90.5531828,36.0643276,https://actionnetwork.org/events/enough-greene-county-tech-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/950919513/greene-county-tech-high-school/
March 14,Arkansas,Sherwood,Sylvan Hills Middle School,-92.2208317,34.8491017,https://actionnetwork.org/events/national-school-walkout-2018?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/721105791/sylvan-hills-middle-school/
March 14,Arkansas,Springdale,Har-Ber High School,-94.2123368,36.1843198,https://actionnetwork.org/events/hbhs-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/508008225/har-ber-high-school/
March 14,Florida,Apopka,Wekiva High School,-81.4738978,28.6369186,https://actionnetwork.org/events/enou,FALSE
March 14,Florida,Auburndale,Auburndale High School,-81.7855769,28.0721172,https://actionnetwork.org/events/auburndale-high-school-national-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/323880/auburndale-high-school/
March 14,Florida,Bartow,Bartow High School,-81.8425067,27.8837607,https://actionnetwork.org/events/bhs-walkout-4?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/235551519/bartow-high-school/
March 14,Florida,Celebration,Celebration High School,-81.5688648,28.2986466,https://actionnetwork.org/events/celebration-highschool-walkout-for-gunreform?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/710388472446125/celebration-high-school/
March 14,Florida,Clermont,East Ridge High School,-81.7154798,28.5384589,https://actionnetwork.org/events/east-ridge-high-school-walkout?referrer=&source=&email_referrer=&can_id=,FALSE
March 14,Florida,Eustis,Eustis High School,-81.6722312,28.8471946,https://actionnetwork.org/events/eustis-highschool-and-curtright-center-walkout?referrer=&source=&email_referrer=&can_id=,FALSE
March 14,Florida,Fernandina Beach,Fernandina Beach High School,-81.445245,30.662473,https://actionnetwork.org/events/fernandina-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/999015626/fernandina-beach-high-school/
March 14,Florida,Fleming Island,St. Johns Country Day School,-81.7434909,30.1459558,https://actionnetwork.org/events/sjcds-17-minutes?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/2195368/st-johns-country-day-school/
March 14,Florida,Gainesville,Alachua County Schools,-82.3189738,29.6527058,https://actionnetwork.org/events/alachua-county-school-walk-out?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/673520/gainesville-high-school/
March 14,Florida,Gainesville,Buchholz High School,-82.4020929,29.6785979,https://actionnetwork.org/events/nomore-march-buchholz-high-school-to-ted-yohos-office?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/217757620/buchholz-high-school/
March 14,Florida,Jacksonville,A. Philip Randolph Academies High School,-81.6768512,30.3677898,https://actionnetwork.org/events/national-school-walkout-89?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/262500340/a-philip-randolph-academies-of-technology/
March 14,Florida,Jacksonville,Douglas Anderson School of the Arts,-81.6386669,30.3013551,https://actionnetwork.org/events/national-school-walkout-9?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/850747/douglas-anderson-school-of-the-arts/
March 14,Florida,Jacksonville,Sandalwood Senior High School,-81.5178626,30.2970504,https://actionnetwork.org/events/national-school-walkout-87?referrer=&source=&email_referrer=&can_id=,FALSE
March 14,Florida,Kissimee,Osceola High School,-81.4272602,28.2879223,https://actionnetwork.org/events/national-walkout-to-protest-gun-violencegun-reform?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/221916298/osceola-high-school-kissimmee-florida/
March 14,Florida,Lakeland,George Jenkins High School,-81.920785,27.9576268,https://actionnetwork.org/events/walkout-show-of-support?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/214557787/george-w-jenkins-high-school/
March 14,Florida,Lakeland,Lakeland High School,-81.9400286,28.035489,https://actionnetwork.org/events/lhshsa-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/251420006/lakeland-senior-high-school/
March 14,Florida,Lakeland,McKeel Academy of Technology,-81.9838555,28.0503451,https://actionnetwork.org/events/walkout-showing-support?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/8284203/mckeel-academy-of-technology/
March 14,Florida,Longwood,Lyman High School,-81.3441526,28.6871804,https://actionnetwork.org/events/lyman-high-school-walkout-to-protest-gun-violence?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/120501421398275/lyman-high-school-seminole-county-florida/
March 14,Florida,Mount Dora,Mount Dora High School,-81.6368168,28.8028155,https://actionnetwork.org/events/national-school-walkout-52?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/396977151/mount-dora-high-mdhs/
March 14,Florida,Ocala,Marion County Schools,-82.1400923,29.1871986,https://actionnetwork.org/events/marion-county-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/280531276/marion-county-public-schools-florida/
March 14,Florida,Orlando,Audubon Park Elementary School,-81.332206,28.5665785,https://actionnetwork.org/events/enough-audubon-park-elementary-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/235099748/audubon-park-elementary-falcon-fund/
March 14,Florida,Orlando,Cypress Creek High School,-81.3798095,28.3811292,https://actionnetwork.org/events/cypress-creek-high-school-walkout-to-protest-gun-violence?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/710388472446125/celebration-high-school/
March 14,Florida,Orlando,Dr Philips High School,-81.4770341,28.4687588,https://actionnetwork.org/events/dr-phillips-high-school?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/6642228/dr-phillips-high-school/
March 14,Florida,Orlando,Olympia High School,-81.5061481,28.4978921,https://actionnetwork.org/events/enough-outspoken-olympians-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/280224890/olympia-high-school-band/
March 14,Florida,Orlando,University High School,-81.215574,28.5780951,https://actionnetwork.org/events/enough-university-high-school-walkout-protesting-gun-violence?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/1692102/university-high-school/
March 14,Florida,Orlando,William R. Boone High School,-81.3654628,28.519204,https://actionnetwork.org/events/enough-national-school-walkout-protesting-gun-violence?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/252483092/william-r-boone-high-school/
March 14,Florida,Oviedo,Oviedo High School,-81.2184788,28.6725679,https://actionnetwork.org/events/oviedo-high-school-walkout-to-protest-gun-violence?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/220013799/oviedo-high-school/
March 14,Florida,St Augustine,Pedro Menendez High School,-81.3323779,29.7568506,https://actionnetwork.org/events/national-school-walkout-73?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/337021236/pedro-menendez-high-school/
March 14,Florida,St Augustine,St. Augustine High School,-81.3412531,29.9244484,https://actionnetwork.org/events/st-augustine-high-school-walkout?referrer=&source=&email_referrer=&can_id=,https://www.instagram.com/explore/locations/281672274/st-augustine-high-school/
